isfocus,focus,word,normalized_words,index,POS,-1POS,-2POS,+1POS,+2POS,prediction
0,belocatedat,good,good,22,23,30,14,23,10,0
0,belocatedat,plants,plant,23,23,23,30,10,21,0
0,belocatedat,and,and,24,10,23,23,21,31,0
0,belocatedat,bad,bad,25,21,10,23,31,23,0
0,belocatedat,plants,plant,26,31,21,10,23,8,0
0,belocatedat,.,.,27,23,31,21,8,23,0
0,and,In,in,0,8,23,31,23,11,0
0,and,consequence,consequence,1,23,8,23,11,5,0
0,and,",",",",2,11,23,8,5,5,0
0,and,there,there,3,5,11,23,5,6,0
0,and,were,be,4,5,5,11,6,38,0
0,and,good,good,5,6,5,5,38,11,0
0,and,seeds,seed,6,38,6,5,11,5,0
0,and,from,from,7,11,38,6,5,5,0
0,and,good,good,8,5,11,38,5,6,0
0,and,plants,plant,9,5,5,11,6,32,0
0,and,",",",",10,6,5,5,32,5,0
1,and,and,and,11,32,6,5,5,5,0
0,and,bad,bad,12,5,32,6,5,21,0
0,and,seeds,seed,13,5,5,32,21,31,0
0,and,from,from,14,21,5,5,31,4,0
0,and,bad,bad,15,31,21,5,4,39,0
0,and,plants,plant,16,4,31,21,39,39,0
0,and,.,.,17,39,39,39,21,34,0
0,contrast,But,but,0,21,40,39,34,21,0
0,contrast,seeds,seed,1,34,21,40,21,35,0
0,contrast,are,be,2,21,34,21,35,15,0
0,contrast,invisible,invisible,3,35,21,34,15,10,0
0,contrast,.,.,4,15,35,21,10,15,0
0,sleep,They,they,0,10,15,35,15,3,0
1,sleep,sleep,sleep,1,15,10,15,3,40,0
0,sleep,deep,deep,2,3,15,10,40,21,0
0,sleep,in,in,3,39,3,15,21,31,0
0,sleep,the,the,4,21,40,3,31,8,0
0,sleep,heart,heart,5,31,21,40,8,11,0
0,sleep,of,of,6,8,31,21,11,15,0
0,sleep,the,the,7,11,8,31,15,4,0
0,sleep,earth,earth,8,15,11,8,4,39,0
0,sleep,'s,'s,9,4,15,11,39,39,0
0,sleep,darkness,darkness,10,39,39,39,10,21,0
0,sleep,",",",",11,10,40,39,21,14,0
0,sleep,until,until,12,21,10,40,14,30,0
0,sleep,some,some,13,14,21,10,30,8,0
0,sleep,one,one,14,30,14,21,8,15,0
0,sleep,among,among,15,8,30,14,15,28,0
0,sleep,them,them,16,15,8,30,28,30,0
0,sleep,is,be,17,28,15,8,30,10,0
0,sleep,seized,seize,18,30,28,15,10,22,0
0,sleep,with,with,19,10,30,28,22,18,0
0,sleep,the,the,20,22,10,30,18,5,0
0,sleep,desire,desire,21,18,22,10,5,5,0
0,sleep,to,to,22,5,18,22,5,40,0
0,sleep,awaken,awaken,23,5,5,18,40,39,0
0,sleep,.,.,24,39,5,5,39,39,0
0,and,Then,then,0,6,39,39,8,11,0
0,and,this,this,1,8,6,39,11,15,0
0,and,little,little,2,11,8,6,15,3,0
0,and,seed,seed,3,15,11,8,3,23,0
0,and,will,will,4,3,15,11,23,33,0
0,and,stretch,stretch,5,23,3,15,33,3,0
0,and,itself,itself,6,33,23,3,3,31,0
1,and,and,and,7,3,33,23,31,28,0
0,and,begin,begin,8,31,3,33,28,30,0
0,and,--,--,9,28,31,3,30,10,0
0,and,timidly,timidly,10,30,28,31,10,8,0
0,and,at,at,11,10,30,28,8,32,0
0,and,first,first,12,8,10,30,32,5,0
0,and,--,--,13,32,8,10,5,14,0
0,and,to,to,14,5,32,8,14,10,0
0,and,push,push,15,14,5,32,10,11,0
0,and,a,a,16,10,14,5,11,15,0
0,and,charming,charm,17,11,10,14,15,4,0
0,and,little,little,18,15,11,10,4,39,0
0,and,sprig,sprig,19,4,15,11,39,39,0
0,and,inoffensively,inoffensively,20,23,39,39,3,21,0
0,and,upward,upward,21,3,23,39,21,31,0
0,and,toward,toward,22,21,3,23,31,8,0
0,and,the,the,23,31,21,3,8,15,0
0,and,sun,sun,24,8,31,21,15,4,0
0,and,.,.,25,15,8,31,4,39,0
0,allow,If,if,0,4,15,8,39,39,0
0,allow,it,it,1,23,39,39,3,23,0
0,allow,is,be,2,3,23,39,23,3,0
0,allow,only,only,3,23,3,23,3,21,0
0,allow,a,a,4,3,23,3,21,31,0
0,allow,sprout,sprout,5,21,3,23,31,23,0
0,allow,of,of,6,31,21,3,23,23,0
0,allow,radish,radish,7,23,31,21,23,28,0
0,allow,or,or,8,23,23,31,28,30,0
0,allow,the,the,9,28,23,23,30,21,0
0,allow,sprig,sprig,10,30,28,23,21,10,0
0,allow,of,of,11,21,30,28,10,22,0
0,allow,a,a,12,10,21,30,22,15,0
0,allow,rose,rise,13,22,10,21,15,5,0
0,allow,-,-,14,15,22,10,5,5,0
0,allow,bush,bush,15,5,15,22,5,36,0
0,allow,",",",",16,5,5,15,36,31,0
0,allow,one,one,17,36,5,5,31,3,0
0,allow,would,would,18,31,36,5,3,10,0
0,allow,let,let,19,3,31,36,10,8,0
0,allow,it,it,20,10,3,31,8,15,0
0,allow,grow,grow,21,8,10,3,15,30,0
0,allow,wherever,wherever,22,15,8,10,30,33,0
0,allow,it,it,23,30,15,8,33,3,0
0,allow,might,might,24,33,30,15,3,8,0
0,allow,wish,wish,25,3,33,30,8,11,0
0,allow,.,.,26,8,3,33,11,11,0
0,contrast,But,but,0,11,8,3,11,28,0
0,contrast,when,when,1,11,11,8,28,30,0
0,contrast,it,it,2,28,11,11,30,10,0
0,contrast,is,be,3,30,28,11,10,4,0
0,contrast,a,a,4,10,30,28,4,39,0
0,contrast,bad,bad,5,4,10,30,39,39,0
0,contrast,plant,plant,6,7,39,39,15,3,0
0,contrast,",",",",7,15,7,39,3,10,0
0,contrast,one,one,8,3,15,7,10,15,0
0,contrast,must,must,9,10,3,15,15,3,0
0,contrast,destroy,destroy,10,15,10,3,3,38,0
0,contrast,it,it,11,3,15,10,38,21,0
0,contrast,as,a,12,38,3,15,21,31,0
0,contrast,soon,soon,13,21,38,3,31,32,0
0,contrast,as,a,14,31,21,38,32,10,0
0,contrast,possible,possible,15,32,31,21,10,22,0
0,contrast,",",",",16,10,32,31,22,7,0
0,contrast,the,the,17,22,10,32,7,15,0
0,contrast,very,very,18,7,22,10,15,3,0
0,contrast,first,first,19,15,7,22,3,21,0
0,contrast,instant,instant,20,3,15,7,21,31,0
0,contrast,that,that,21,21,3,15,31,28,0
0,contrast,one,one,22,31,21,3,28,8,0
0,contrast,recognizes,recognizes,23,28,31,21,8,11,0
0,contrast,it,it,24,8,28,31,11,15,0
0,contrast,.,.,25,11,8,28,15,5,0
0,belocatedat,Now,now,0,15,11,8,5,40,0
0,belocatedat,there,there,1,5,15,11,40,30,0
0,belocatedat,were,be,2,39,5,15,30,8,0
0,belocatedat,some,some,3,30,40,5,8,18,0
0,belocatedat,terrible,terrible,4,8,30,40,18,34,0
0,belocatedat,seeds,seed,5,18,8,30,34,10,0
0,belocatedat,on,on,6,34,18,8,10,22,0
0,belocatedat,the,the,7,10,34,18,22,15,0
0,belocatedat,planet,planet,8,22,10,34,15,4,0
0,belocatedat,that,that,9,15,22,10,4,40,0
0,belocatedat,was,be,10,4,15,22,40,39,0
0,belocatedat,the,the,11,39,4,15,39,39,0
0,belocatedat,home,home,12,39,39,39,9,34,0
0,belocatedat,of,of,13,9,40,39,34,8,0
0,belocatedat,the,the,14,34,9,40,8,18,0
0,belocatedat,little,little,15,8,34,9,18,10,0
0,belocatedat,prince,prince,16,18,8,34,10,22,0
0,belocatedat,;,;,17,10,18,8,22,15,0
0,belocatedat,and,and,18,22,10,18,15,3,0
0,belocatedat,these,these,19,15,22,10,3,40,0
0,belocatedat,were,be,20,3,15,22,40,8,0
0,belocatedat,the,the,21,39,3,15,8,11,0
0,belocatedat,seeds,seed,22,8,40,3,11,15,0
0,belocatedat,of,of,23,11,8,40,15,31,0
0,belocatedat,the,the,24,15,11,8,31,4,0
0,belocatedat,baobab,baobab,25,31,15,11,4,39,0
0,belocatedat,.,.,26,4,31,15,39,39,0
0,infest,The,the,0,39,39,39,6,3,0
0,infest,soil,soil,1,6,40,39,3,23,0
0,infest,of,of,2,3,6,40,23,3,0
0,infest,that,that,3,23,3,6,3,18,0
0,infest,planet,planet,4,3,23,3,18,34,0
0,infest,was,be,5,18,3,23,34,23,0
1,infest,infested,infest,6,34,18,3,23,30,0
0,infest,with,with,7,23,34,18,30,18,0
0,infest,them,them,8,30,23,34,18,4,0
0,infest,.,.,9,18,30,23,4,40,0
0,possible,A,a,0,4,18,30,40,39,0
0,possible,baobab,baobab,1,39,4,18,39,39,0
0,possible,is,be,2,39,39,39,21,34,0
0,possible,something,something,3,21,40,39,34,23,0
0,possible,you,you,4,34,21,40,23,8,0
0,possible,will,will,5,23,34,21,8,15,0
0,possible,never,never,6,8,23,34,15,3,0
0,possible,",",",",7,15,8,23,3,40,0
0,possible,never,never,8,3,15,8,40,8,0
0,possible,be,be,9,39,3,15,8,15,0
0,possible,able,able,10,8,40,3,15,31,0
0,possible,to,to,11,15,8,40,31,3,0
0,possible,get,get,12,31,15,8,3,23,0
0,possible,rid,rid,13,3,31,15,23,4,0
0,possible,of,of,14,23,3,31,4,39,0
0,possible,if,if,15,4,23,3,39,39,0
0,possible,you,you,16,39,39,39,16,30,0
0,possible,attend,attend,17,16,40,39,30,21,0
0,possible,to,to,18,30,16,40,21,5,0
0,possible,it,it,19,21,30,16,5,40,0
0,possible,too,too,20,5,21,30,40,39,0
0,possible,late,late,21,39,5,21,39,39,0
0,possible,.,.,22,39,39,39,21,34,0
0,spread,It,it,0,21,40,39,34,23,0
1,spread,spreads,spread,1,34,21,40,23,10,0
0,spread,over,over,2,23,34,21,10,8,0
0,spread,the,the,3,10,23,34,8,15,0
0,spread,entire,entire,4,8,10,23,15,10,0
0,spread,planet,planet,5,15,8,10,10,18,0
0,spread,.,.,6,10,15,8,18,3,0
0,bore,It,it,0,18,10,15,3,40,0
1,bore,bores,bore,1,3,18,10,40,21,0
0,bore,clear,clear,2,39,3,18,21,31,0
0,bore,through,through,3,21,40,3,31,10,0
0,bore,it,it,4,31,21,40,10,3,0
0,bore,with,with,5,10,31,21,3,40,0
0,bore,its,it,6,3,10,31,40,6,0
0,bore,roots,root,7,39,3,10,6,21,0
0,bore,.,.,8,6,40,3,21,34,0
1,and,And,and,0,21,6,40,34,8,0
0,and,if,if,1,34,21,6,8,15,0
0,and,the,the,2,8,34,21,15,10,0
0,and,planet,planet,3,15,8,34,10,18,0
0,and,is,be,4,10,15,8,18,4,0
0,and,too,too,5,18,10,15,4,39,0
0,and,small,small,6,4,18,10,39,39,0
0,and,",",",",7,21,39,39,34,21,0
0,and,and,and,8,34,21,39,21,14,0
0,and,the,the,9,21,34,21,14,23,0
0,and,baobabs,baobab,10,14,21,34,23,30,0
0,and,are,be,11,23,14,21,30,8,0
0,and,too,too,12,30,23,14,8,15,0
0,and,many,many,13,8,30,23,15,10,0
0,and,",",",",14,15,8,30,10,21,0
0,and,they,they,15,10,15,8,21,4,0
0,and,split,split,16,21,10,15,4,40,0
0,and,it,it,17,4,21,10,40,39,0
0,and,in,in,18,39,4,21,39,39,0
0,and,pieces,piece,19,39,39,39,8,15,0
0,and,...,...,20,8,40,39,15,10,0
0,say,``,``,0,15,8,40,10,18,0
0,say,It,it,1,10,15,8,18,5,0
0,say,is,be,2,18,10,15,5,5,0
0,say,a,a,3,5,18,10,5,8,0
0,say,question,question,4,5,5,18,8,35,0
0,say,of,of,5,8,5,5,35,11,0
0,say,discipline,discipline,6,35,8,5,11,15,0
0,say,",",",",7,11,35,8,15,3,0
0,say,``,``,8,15,11,35,3,10,0
0,say,the,the,9,3,15,11,10,8,0
0,say,little,little,10,10,3,15,8,15,0
0,say,prince,prince,11,8,10,3,15,3,0
1,say,said,say,12,15,8,10,3,40,1
0,say,to,to,13,3,15,8,40,31,0
0,say,me,me,14,39,3,15,31,8,0
0,say,later,later,15,31,40,3,8,11,0
0,say,on,on,16,8,31,40,11,15,0
0,say,.,.,17,11,8,31,15,3,0
0,attend,``,``,0,15,11,8,3,6,0
0,attend,When,when,1,3,15,11,6,31,0
0,attend,you,you,2,6,3,15,31,28,0
0,attend,'ve,'ve,3,31,6,3,28,21,0
0,attend,finished,finish,4,28,31,6,21,3,0
0,attend,your,your,5,21,28,31,3,40,0
0,attend,own,own,6,3,21,28,40,8,0
0,attend,toilet,toilet,7,39,3,21,8,15,0
0,attend,in,in,8,8,40,3,15,35,0
0,attend,the,the,9,15,8,40,35,8,0
0,attend,morning,morning,10,35,15,8,8,23,0
0,attend,",",",",11,8,35,15,23,11,0
0,attend,then,then,12,23,8,35,11,15,0
0,attend,it,it,13,11,23,8,15,5,0
0,attend,is,be,14,15,11,23,5,40,0
0,attend,time,time,15,5,15,11,40,39,0
0,attend,to,to,16,39,5,15,39,39,0
1,attend,attend,attend,17,39,39,39,10,15,0
0,attend,to,to,18,10,40,39,15,21,0
0,attend,the,the,19,15,10,40,21,34,0
0,attend,toilet,toilet,20,21,15,10,34,21,0
0,attend,of,of,21,34,21,15,21,28,0
0,attend,your,your,22,21,34,21,28,30,0
0,attend,planet,planet,23,28,21,34,30,21,0
0,attend,",",",",24,30,28,21,21,10,0
0,attend,just,just,25,21,30,28,10,8,0
0,attend,so,so,26,10,21,30,8,15,0
0,attend,",",",",27,8,10,21,15,15,0
0,attend,with,with,28,15,8,10,15,4,0
0,attend,the,the,29,15,15,8,4,39,0
0,attend,greatest,great,30,4,15,15,39,39,0
0,attend,care,care,31,21,39,39,35,23,0
0,attend,.,.,32,35,21,39,23,11,0
0,obligate,You,you,0,23,35,21,11,38,0
0,obligate,must,must,1,11,23,35,38,21,0
0,obligate,see,see,2,38,11,23,21,34,0
0,obligate,to,to,3,21,38,11,34,4,0
0,obligate,it,it,4,34,21,38,4,39,0
0,obligate,that,that,5,4,34,21,39,39,0
0,obligate,you,you,6,10,39,39,8,15,0
0,obligate,pull,pull,7,8,10,39,15,21,0
0,obligate,up,up,8,15,8,10,21,31,0
0,obligate,regularly,regularly,9,21,15,8,31,10,0
0,obligate,all,all,10,31,21,15,10,5,0
0,obligate,the,the,11,10,31,21,5,5,0
0,obligate,baobabs,baobab,12,5,10,31,5,40,0
0,obligate,",",",",13,5,5,10,40,39,0
0,obligate,at,at,14,39,5,5,39,39,0
0,obligate,the,the,15,6,39,39,21,31,0
0,obligate,very,very,16,21,6,39,31,21,0
0,obligate,first,first,17,31,21,6,21,10,0
0,obligate,moment,moment,18,21,31,21,10,8,0
0,obligate,when,when,19,10,21,31,8,15,0
0,obligate,they,they,20,8,10,21,15,4,0
0,obligate,can,can,21,15,8,10,4,39,0
0,obligate,be,be,22,4,15,8,39,39,0
0,obligate,distinguished,distinguish,23,21,39,39,31,33,0
0,obligate,from,from,24,31,21,39,33,10,0
0,obligate,the,the,25,33,31,21,10,8,0
0,obligate,rosebushes,rosebush,26,10,33,31,8,15,0
0,obligate,which,which,27,8,10,33,15,10,0
0,obligate,they,they,28,15,8,10,10,8,0
0,obligate,resemble,resemble,29,10,15,8,8,15,0
0,obligate,so,so,30,8,10,15,15,4,0
0,obligate,closely,closely,31,15,8,10,4,39,0
0,obligate,in,in,32,4,15,8,39,39,0
0,obligate,their,their,33,21,39,39,14,23,0
0,obligate,earliest,early,34,14,21,39,23,30,0
0,obligate,youth,youth,35,23,14,21,30,33,0
0,obligate,.,.,36,30,23,14,33,15,0
0,add,It,it,0,33,30,23,15,10,0
0,add,is,be,1,15,33,30,10,8,0
0,add,very,very,2,10,15,33,8,11,0
0,add,tedious,tedious,3,8,10,15,11,18,0
0,add,work,work,4,11,8,10,18,4,0
0,add,",",",",5,18,11,8,4,39,0
0,add,``,``,6,4,18,11,39,39,0
0,add,the,the,7,33,39,39,10,32,0
0,add,little,little,8,10,33,39,32,33,0
0,add,prince,prince,9,32,10,33,33,21,0
1,add,added,add,10,33,32,10,21,30,0
0,add,",",",",11,21,33,32,30,33,0
0,add,``,``,12,30,21,33,33,10,0
0,add,but,but,13,33,30,21,10,8,0
0,add,very,very,14,10,33,30,8,15,0
0,add,easy,easy,15,8,10,33,15,10,0
0,add,.,.,16,15,8,10,10,11,0
0,add,``,``,17,10,15,8,11,8,0
1,and,And,and,0,11,10,15,8,11,0
0,and,one,one,1,8,11,10,11,15,0
0,and,day,day,2,11,8,11,15,3,0
0,and,he,he,3,15,11,8,3,21,0
0,and,said,say,4,3,15,11,21,31,1
0,and,to,to,5,21,3,15,31,7,0
0,and,me,me,6,31,21,3,7,6,0
0,and,:,:,7,7,31,21,6,7,0
0,and,``,``,8,6,7,31,7,18,0
0,and,You,you,9,7,6,7,18,3,0
0,and,ought,ought,10,18,7,6,3,10,0
0,and,to,to,11,3,18,7,10,15,0
0,and,make,make,12,10,3,18,15,28,0
0,and,a,a,13,15,10,3,28,30,0
0,and,beautiful,beautiful,14,28,15,10,30,8,0
0,and,drawing,draw,15,30,28,15,8,11,0
0,and,",",",",16,8,30,28,11,15,0
0,and,so,so,17,11,8,30,15,10,0
0,and,that,that,18,15,11,8,10,8,0
0,and,the,the,19,10,15,11,8,11,0
0,and,children,child,20,8,10,15,11,4,0
0,and,where,where,21,11,8,10,4,39,0
0,and,you,you,22,4,11,8,39,39,0
0,and,live,live,23,39,39,39,8,15,0
0,and,can,can,24,8,40,39,15,4,0
0,and,see,see,25,15,8,40,4,40,0
0,and,exactly,exactly,26,4,15,8,40,39,0
0,and,how,how,27,39,4,15,39,39,0
0,and,all,all,28,39,39,39,21,31,0
0,and,this,this,29,21,40,39,31,23,0
0,and,is,be,30,31,21,40,23,32,0
0,and,.,.,31,23,31,21,32,28,0
0,useful,That,that,0,32,23,31,28,30,0
0,useful,would,would,1,28,32,23,30,10,0
0,useful,be,be,2,30,28,32,10,21,0
0,useful,very,very,3,10,30,28,21,38,0
1,useful,useful,useful,4,21,10,30,38,21,0
0,useful,to,to,5,38,21,10,21,31,0
0,useful,them,them,6,21,38,21,31,28,0
0,useful,if,if,7,31,21,38,28,21,0
0,useful,they,they,8,28,31,21,21,5,0
0,useful,were,be,9,21,28,31,5,40,0
0,useful,to,to,10,5,21,28,40,39,0
0,useful,travel,travel,11,39,5,21,39,39,0
0,useful,some,some,12,23,39,39,21,31,0
0,useful,day,day,13,21,23,39,31,21,0
0,useful,.,.,14,31,21,23,21,26,0
0,add,Sometimes,sometimes,0,21,31,21,26,8,0
0,add,",",",",1,26,21,31,8,23,0
0,add,``,``,2,8,26,21,23,24,0
0,add,he,he,3,23,8,26,24,23,0
1,add,added,add,4,24,23,8,23,10,0
0,add,",",",",5,23,24,23,10,21,0
0,add,``,``,6,10,23,24,21,14,0
0,add,there,there,7,21,10,23,14,30,0
0,add,is,be,8,14,21,10,30,10,0
0,add,no,no,9,30,14,21,10,15,0
0,add,harm,harm,10,10,30,14,15,23,0
0,add,in,in,11,15,10,30,23,8,0
0,add,putting,put,12,23,15,10,8,11,0
0,add,off,off,13,8,23,15,11,4,0
0,add,a,a,14,11,8,23,4,39,0
0,add,piece,piece,15,4,11,8,39,39,0
0,add,of,of,16,10,39,39,8,11,0
0,add,work,work,17,8,10,39,11,15,0
0,add,until,until,18,11,8,10,15,3,0
0,add,another,another,19,15,11,8,3,10,0
0,add,day,day,20,3,15,11,10,15,0
0,add,.,.,21,10,3,15,15,10,0
0,contrast,But,but,0,15,10,3,10,19,0
0,contrast,when,when,1,10,15,10,19,8,0
0,contrast,it,it,2,19,10,15,8,11,0
0,contrast,is,be,3,8,19,10,11,14,0
0,contrast,a,a,4,11,8,19,14,36,0
0,contrast,matter,matter,5,14,11,8,36,31,0
0,contrast,of,of,6,36,14,11,31,11,0
0,contrast,baobabs,baobab,7,31,36,14,11,10,0
0,contrast,",",",",8,11,31,36,10,22,0
0,contrast,that,that,9,10,11,31,22,15,0
0,contrast,always,always,10,22,10,11,15,3,0
0,contrast,means,mean,11,15,22,10,3,31,0
0,contrast,a,a,12,3,15,22,31,23,0
0,contrast,catastrophe,catastrophe,13,31,3,15,23,33,0
0,contrast,.,.,14,23,31,3,33,28,0
0,know,I,i,0,33,23,31,28,30,0
0,know,knew,knew,1,28,33,23,30,21,0
0,know,a,a,2,30,28,33,21,4,0
0,know,planet,planet,3,21,30,28,4,39,0
0,know,that,that,4,4,21,30,39,39,0
0,know,was,be,5,21,39,39,31,33,0
0,know,inhabited,inhabit,6,31,21,39,33,23,0
0,know,by,by,7,33,31,21,23,18,0
0,know,a,a,8,23,33,31,18,36,0
0,know,lazy,lazy,9,18,23,33,36,31,0
0,know,man,man,10,36,18,23,31,10,0
0,know,.,.,11,31,36,18,10,15,0
0,neglect,He,he,0,10,31,36,15,3,0
1,neglect,neglected,neglect,1,15,10,31,3,6,0
0,neglect,three,three,2,3,15,10,6,21,0
0,neglect,little,little,3,6,3,15,21,31,0
0,neglect,bushes,bush,4,21,6,3,31,21,0
0,neglect,...,...,5,31,21,6,21,23,0
0,neglect,``,``,6,21,31,21,23,11,0
0,draw,So,so,0,23,21,31,11,4,0
0,draw,",",",",1,11,23,21,4,39,0
0,draw,as,a,2,4,11,23,39,39,0
0,draw,the,the,3,39,39,39,21,14,0
0,draw,little,little,4,21,40,39,14,23,0
0,draw,prince,prince,5,14,21,40,23,28,0
0,draw,described,described,6,23,14,21,28,30,0
0,draw,it,it,7,28,23,14,30,33,0
0,draw,to,to,8,30,28,23,33,28,0
0,draw,me,me,9,33,30,28,28,22,0
0,draw,",",",",10,28,33,30,22,3,0
0,draw,I,i,11,22,28,33,3,40,0
0,draw,have,have,12,3,22,28,40,21,0
0,draw,made,make,13,39,3,22,21,31,0
0,draw,a,a,14,21,40,3,31,28,0
1,draw,drawing,draw,15,31,21,40,28,21,0
0,draw,of,of,16,28,31,21,21,7,0
0,draw,that,that,17,21,28,31,7,15,0
0,draw,planet,planet,18,7,21,28,15,4,0
0,draw,.,.,19,15,7,21,4,40,0
0,like,I,i,0,4,15,7,40,39,0
0,like,do,do,1,39,4,15,39,39,0
0,like,not,not,2,7,39,39,23,14,0
0,like,much,much,3,23,7,39,14,28,0
1,like,like,like,4,14,23,7,28,30,0
0,like,to,to,5,28,14,23,30,28,0
0,like,take,take,6,30,28,14,28,8,0
0,like,the,the,7,28,30,28,8,18,0
0,like,tone,tone,8,8,28,30,18,4,0
0,like,of,of,9,18,8,28,4,39,0
0,like,a,a,10,4,18,8,39,39,0
0,like,moralist,moralist,11,7,39,39,14,23,0
0,like,.,.,12,14,7,39,23,30,0
0,contrast,But,but,0,23,14,7,30,10,0
0,contrast,the,the,1,30,23,14,10,21,0
0,contrast,danger,danger,2,10,30,23,21,6,0
0,contrast,of,of,3,21,10,30,6,30,0
0,contrast,the,the,4,6,21,10,30,22,0
0,contrast,baobabs,baobab,5,30,6,21,22,15,0
